procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,lead_time_days,total_cost,delivery_date_key,quality_score,po_number
2310,251,12,2,4163,260.67,10,1085169.21,261,87.76,PO-2025-105298
2311,564,19,10,1219,81.12,28,98885.28,592,91.25,PO-2025-538461
2312,277,12,15,4950,89.97,20,445351.5,297,93.1,PO-2024-946354
2313,1081,4,9,1927,237.95,24,458529.65,1096,97.31,PO-2025-638224
2314,327,15,3,1146,345.67,25,396137.82,352,88.56,PO-2023-534046
2315,988,10,13,4125,115.05,8,474581.25,996,94.59,PO-2024-959330
2316,242,2,9,4147,74.01,14,306919.47,256,85.53,PO-2024-879843
2317,461,4,3,1884,129.37,18,243733.08,479,85.32,PO-2025-741915
2318,1082,15,12,1330,131.66,19,175107.8,1096,93.32,PO-2025-694242
2319,250,8,14,3123,178.83,13,558486.09,263,91.92,PO-2025-443388
2320,902,6,3,1304,260.38,7,339535.52,909,90.64,PO-2025-395611
2321,535,5,8,3462,7.81,28,27038.22,563,93.4,PO-2024-151432
2322,1005,6,11,2130,285.28,13,607646.4,1018,86.09,PO-2024-947192
2323,757,14,12,3009,157.72,21,474579.48,778,91.8,PO-2023-278509
2324,812,20,12,3638,313.52,14,1140585.76,826,89.72,PO-2023-433354
2325,979,4,1,4687,305.29,19,1430894.23,998,94.23,PO-2024-848387
2326,869,13,2,3042,121.1,26,368386.2,895,91.17,PO-2024-834901
2327,582,17,14,3693,262.39,18,969006.27,600,89.22,PO-2025-437634
2328,990,11,1,3136,315.77,18,990254.72,1008,97.14,PO-2025-721620
2329,232,18,1,2290,148.7,16,340523.0,248,95.59,PO-2024-941428
2330,129,12,2,4358,144.32,7,628946.56,136,90.18,PO-2023-906367
2331,288,4,1,1552,315.92,8,490307.84,296,93.46,PO-2024-864625
2332,733,11,11,524,180.54,22,94602.96,755,85.27,PO-2025-722849
2333,699,22,8,4264,82.41,5,351396.24,704,90.87,PO-2024-791594
2334,394,10,6,4279,242.0,20,1035518.0,414,95.55,PO-2024-871323
2335,1007,19,4,4258,165.8,12,705976.4,1019,95.84,PO-2025-143336
2336,956,10,7,4641,57.26,12,265743.66,968,92.78,PO-2024-749029
2337,592,20,3,4273,202.56,27,865538.88,619,96.94,PO-2024-527592
2338,806,7,3,1902,50.76,5,96545.52,811,86.2,PO-2024-427894
2339,58,4,6,3824,291.77,13,1115728.48,71,86.52,PO-2024-346257
2340,754,12,7,4908,262.79,23,1289773.32,777,86.49,PO-2025-346776
2341,54,13,13,470,201.6,19,94752.0,73,89.73,PO-2024-168508
2342,1089,9,5,4054,75.95,21,307901.3,1096,88.56,PO-2025-153319
2343,603,21,6,4624,191.38,27,884941.12,630,91.12,PO-2025-935820
2344,370,19,5,4545,349.71,19,1589431.95,389,96.29,PO-2023-183698
2345,873,13,12,1214,212.34,16,257780.76,889,91.36,PO-2024-734005
2346,667,1,3,148,323.39,5,47861.72,672,96.22,PO-2024-696925
2347,267,12,1,2992,349.24,9,1044926.08,276,89.04,PO-2023-432874
2348,374,10,14,2215,201.79,19,446964.85,393,95.33,PO-2025-537585
2349,941,13,7,4604,144.44,17,665001.76,958,92.54,PO-2025-647590
2350,900,21,9,2652,312.12,26,827742.24,926,85.82,PO-2024-169576
2351,637,1,7,3660,224.78,22,822694.8,659,87.26,PO-2025-875137
2352,94,22,5,192,298.51,8,57313.92,102,86.69,PO-2025-450864
2353,66,9,4,1072,307.45,13,329586.4,79,89.78,PO-2024-484499
2354,486,21,5,1194,77.96,28,93084.24,514,87.83,PO-2025-528823
2355,549,2,14,4300,160.42,8,689806.0,557,91.97,PO-2024-823431
2356,325,2,6,4577,192.32,20,880248.64,345,89.15,PO-2024-921028
2357,55,18,14,2032,58.04,25,117937.28,80,87.3,PO-2024-481429
2358,919,5,3,4238,171.03,27,724825.14,946,91.81,PO-2025-951934
2359,745,2,10,1754,5.88,23,10313.52,768,98.4,PO-2024-374918
2360,984,17,15,1695,287.2,6,486804.0,990,98.61,PO-2024-838835
2361,573,21,13,1297,303.74,11,393950.78,584,92.33,PO-2024-517822
2362,167,6,3,3039,169.81,14,516052.59,181,91.14,PO-2025-904332
2363,28,2,2,2280,161.28,27,367718.4,55,94.71,PO-2025-774819
2364,291,18,10,1205,228.94,14,275872.7,305,89.08,PO-2025-257203
2365,936,6,6,1180,149.04,11,175867.2,947,96.37,PO-2023-797783
2366,504,11,14,2695,54.55,14,147012.25,518,88.18,PO-2025-469771
2367,558,8,5,211,314.62,25,66384.82,583,95.96,PO-2024-367393
2368,988,5,9,4788,278.8,28,1334894.4,1016,92.28,PO-2023-724772
2369,134,20,8,3760,334.35,24,1257156.0,158,87.1,PO-2023-668159
2370,7,14,7,2797,125.47,29,350939.59,36,86.44,PO-2025-179499
2371,53,1,15,4133,113.86,15,470583.38,68,92.39,PO-2023-595984
2372,263,3,1,1420,291.88,19,414469.6,282,90.64,PO-2024-638888
2373,907,20,5,4707,336.03,7,1581693.21,914,93.12,PO-2024-346694
2374,815,16,14,1768,245.19,11,433495.92,826,92.13,PO-2023-321480
2375,414,12,9,3758,197.0,14,740326.0,428,98.45,PO-2023-505459
2376,45,12,8,2137,249.86,20,533950.82,65,89.49,PO-2025-573657
2377,1005,22,3,3684,77.69,15,286209.96,1020,91.29,PO-2025-287707
2378,543,7,10,1925,36.8,13,70840.0,556,86.65,PO-2024-345652
2379,777,22,5,2476,56.29,27,139374.04,804,92.68,PO-2025-387381
2380,371,21,14,2762,28.17,24,77805.54,395,97.88,PO-2023-586489
2381,785,17,2,310,157.21,23,48735.1,808,97.2,PO-2025-201684
2382,600,21,13,1455,170.87,12,248615.85,612,95.11,PO-2025-773533
2383,504,21,3,2337,252.64,26,590419.68,530,95.14,PO-2025-566281
2384,614,1,8,4311,240.4,14,1036364.4,628,85.73,PO-2025-840781
2385,6,21,13,3646,110.06,25,401278.76,31,95.33,PO-2025-409159
2386,291,1,7,596,286.34,21,170658.64,312,94.31,PO-2025-375334
2387,52,20,9,3039,154.51,14,469555.89,66,94.62,PO-2023-519075
2388,448,13,8,2817,187.96,17,529483.32,465,95.19,PO-2025-279047
2389,264,2,1,3410,132.66,17,452370.6,281,86.47,PO-2025-907932
2390,330,2,8,889,106.82,11,94962.98,341,87.92,PO-2023-600766
2391,352,22,3,2605,182.41,9,475178.05,361,96.1,PO-2024-495998
2392,178,7,7,4899,137.02,18,671260.98,196,98.97,PO-2025-658333
2393,919,9,15,2265,214.75,18,486408.75,937,93.46,PO-2025-112497
2394,90,15,2,3382,202.29,21,684144.78,111,95.72,PO-2024-323749
2395,202,22,9,2797,217.99,25,609718.03,227,97.19,PO-2023-285973
2396,718,10,12,1386,105.39,27,146070.54,745,93.23,PO-2025-875090
2397,626,19,9,1213,309.38,18,375277.94,644,94.86,PO-2023-654046
2398,860,16,1,3775,333.75,22,1259906.25,882,92.66,PO-2024-425953
2399,259,14,3,4830,108.51,23,524103.3,282,87.52,PO-2024-574392
2400,478,3,11,4913,172.94,21,849654.22,499,94.99,PO-2024-868020
2401,780,16,8,3817,348.15,11,1328888.55,791,94.66,PO-2025-583585
2402,43,4,1,2103,152.19,19,320055.57,62,86.16,PO-2025-791174
2403,161,3,14,1311,7.84,6,10278.24,167,89.79,PO-2024-190209
2404,706,1,6,2639,20.38,15,53782.82,721,91.2,PO-2024-650821
2405,979,13,14,2697,291.57,16,786364.29,995,97.66,PO-2024-732007
2406,26,16,13,2241,30.84,22,69112.44,48,92.18,PO-2024-282591
2407,496,3,4,4585,139.19,12,638186.15,508,88.29,PO-2025-507161
2408,287,13,5,2951,324.69,14,958160.19,301,90.51,PO-2023-677507
2409,808,22,7,4729,147.4,14,697054.6,822,93.36,PO-2025-834072
2410,29,1,12,1067,98.99,18,105622.33,47,90.45,PO-2025-135274
2411,132,17,2,796,175.24,29,139491.04,161,91.78,PO-2024-555137
2412,744,4,3,3700,90.64,5,335368.0,749,86.12,PO-2025-100285
2413,964,19,4,730,220.83,27,161205.9,991,98.06,PO-2025-378247
2414,245,15,12,2110,208.12,12,439133.2,257,88.07,PO-2025-763641
2415,371,5,2,679,309.31,21,210021.49,392,85.51,PO-2024-930420
2416,44,18,6,1718,150.66,24,258833.88,68,94.98,PO-2024-215360
2417,633,12,3,3283,349.43,7,1147178.69,640,97.61,PO-2025-878152
2418,223,10,12,995,258.38,15,257088.1,238,95.36,PO-2025-827531
2419,84,14,13,4988,80.43,14,401184.84,98,93.73,PO-2024-490623
2420,450,9,8,943,91.31,20,86105.33,470,91.62,PO-2024-880444
2421,556,8,5,4235,87.88,27,372171.8,583,97.65,PO-2023-458819
2422,838,19,5,3087,52.42,15,161820.54,853,85.17,PO-2025-535276
2423,905,2,11,124,130.04,23,16124.96,928,94.25,PO-2025-494701
2424,482,21,10,3271,18.73,16,61265.83,498,85.27,PO-2025-905098
2425,100,19,11,4734,253.81,6,1201536.54,106,85.07,PO-2023-175064
2426,63,11,13,2476,349.16,5,864520.16,68,96.66,PO-2024-510596
2427,72,3,3,4402,127.75,6,562355.5,78,85.38,PO-2025-952089
2428,4,6,5,1596,340.1,7,542799.6,11,91.2,PO-2025-509686
2429,159,8,15,597,315.4,13,188293.8,172,98.62,PO-2025-823608
2430,1089,16,7,682,144.16,7,98317.12,1096,87.77,PO-2025-204351
2431,946,4,15,3685,243.05,20,895639.25,966,96.01,PO-2025-624180
2432,42,18,2,495,264.42,29,130887.9,71,94.41,PO-2024-139301
2433,647,10,9,4590,72.52,5,332866.8,652,92.5,PO-2023-929400
2434,163,9,7,1832,214.94,11,393770.08,174,92.18,PO-2025-166511
2435,116,14,6,4952,18.63,26,92255.76,142,86.46,PO-2024-995787
2436,861,6,9,256,312.34,20,79959.04,881,85.26,PO-2025-233014
2437,606,1,8,4325,28.03,15,121229.75,621,87.13,PO-2025-469694
2438,83,19,13,157,325.2,28,51056.4,111,89.86,PO-2024-507139
2439,314,5,3,3200,326.37,11,1044384.0,325,87.51,PO-2024-942404
2440,669,9,7,3421,347.73,5,1189584.33,674,85.29,PO-2023-483772
2441,403,5,11,2689,335.03,15,900895.67,418,98.27,PO-2024-916283
2442,596,6,6,2879,83.36,11,239993.44,607,86.03,PO-2025-837791
2443,182,12,11,1360,147.34,13,200382.4,195,97.11,PO-2023-970195
2444,354,2,13,1666,273.77,17,456100.82,371,94.6,PO-2025-884508
2445,174,14,14,772,229.42,16,177112.24,190,88.79,PO-2025-886735
2446,276,19,7,4557,167.59,23,763707.63,299,95.0,PO-2023-353131
2447,852,9,2,3172,233.13,27,739488.36,879,89.72,PO-2025-167769
2448,494,18,6,1270,15.6,24,19812.0,518,96.95,PO-2024-899882
2449,515,11,15,448,97.68,25,43760.64,540,89.06,PO-2025-245184
2450,765,18,8,1003,120.23,12,120590.69,777,92.65,PO-2024-529117
2451,503,11,4,4747,318.29,24,1510922.63,527,87.46,PO-2024-782270
2452,336,6,7,3912,103.78,11,405987.36,347,97.37,PO-2024-404913
2453,301,8,2,4452,54.23,10,241431.96,311,86.4,PO-2024-351100
2454,212,15,6,4415,22.77,27,100529.55,239,96.33,PO-2023-962398
2455,624,11,15,287,42.84,28,12295.08,652,97.84,PO-2025-891449
2456,743,21,11,871,255.39,7,222444.69,750,96.22,PO-2025-631118
2457,313,20,6,4430,243.33,14,1077951.9,327,90.39,PO-2024-295654
2458,411,19,7,1709,259.78,5,443964.02,416,85.07,PO-2024-585818
2459,1052,14,8,1105,198.68,5,219541.4,1057,95.27,PO-2024-775152
2460,654,19,10,1376,348.18,15,479095.68,669,90.75,PO-2025-546847
2461,402,20,15,2476,108.54,12,268745.04,414,88.4,PO-2023-284223
2462,282,14,5,237,168.37,8,39903.69,290,85.12,PO-2023-158880
2463,588,10,2,3533,164.33,28,580577.89,616,98.07,PO-2025-195571
2464,640,14,4,1617,13.63,25,22039.71,665,96.2,PO-2023-312829
2465,291,12,4,3033,240.11,14,728253.63,305,94.01,PO-2025-611260
2466,128,19,3,2690,238.44,6,641403.6,134,85.81,PO-2024-404642
2467,498,5,5,2629,239.0,17,628331.0,515,95.79,PO-2024-842417
2468,297,7,6,4037,15.23,26,61483.51,323,92.43,PO-2025-769929
2469,46,22,11,1649,136.66,5,225352.34,51,89.04,PO-2024-369237
2470,783,15,15,4455,307.21,20,1368620.55,803,88.09,PO-2024-214820
2471,395,16,5,3653,72.1,15,263381.3,410,91.21,PO-2025-469568
2472,488,15,5,3910,251.51,23,983404.1,511,86.07,PO-2025-115237
2473,1080,9,2,2071,289.05,27,598622.55,1096,86.86,PO-2025-442157
2474,742,4,10,3002,114.68,15,344269.36,757,93.12,PO-2023-870342
2475,314,4,5,438,155.37,14,68052.06,328,88.35,PO-2023-367400
2476,1042,15,5,3210,21.2,9,68052.0,1051,86.33,PO-2025-109558
2477,313,15,6,1209,84.15,7,101737.35,320,97.0,PO-2025-587014
2478,652,16,1,3703,332.54,18,1231395.62,670,97.68,PO-2024-753692
2479,636,7,11,311,109.39,28,34020.29,664,93.92,PO-2025-901597
2480,833,18,14,3262,138.85,9,452928.7,842,89.2,PO-2025-252194
2481,370,8,12,3624,260.06,6,942457.44,376,96.16,PO-2025-354509
2482,1074,1,1,626,328.47,16,205622.22,1090,86.92,PO-2025-806075
2483,621,17,11,704,265.69,6,187045.76,627,95.03,PO-2024-969185
2484,968,6,6,266,66.97,6,17814.02,974,93.54,PO-2025-273449
2485,949,15,6,3216,50.74,14,163179.84,963,89.92,PO-2025-904250
2486,399,7,13,557,340.8,14,189825.6,413,96.76,PO-2024-871725
2487,42,13,5,1115,219.34,5,244564.1,47,98.35,PO-2025-939682
2488,942,5,2,4954,173.99,12,861946.46,954,89.88,PO-2025-619965
2489,496,11,14,950,99.47,8,94496.5,504,88.44,PO-2023-383655
2490,653,19,6,3148,260.99,7,821596.52,660,89.71,PO-2025-753895
2491,963,7,11,324,189.28,18,61326.72,981,86.57,PO-2025-751155
2492,552,2,9,2565,245.56,16,629861.4,568,87.48,PO-2024-587786
2493,964,8,12,1805,258.49,23,466574.45,987,86.65,PO-2024-799453
2494,978,18,1,3812,142.56,26,543438.72,1004,87.08,PO-2025-919628
2495,149,12,14,4177,316.11,21,1320391.47,170,88.59,PO-2025-853168
2496,635,7,7,1264,54.9,13,69393.6,648,87.35,PO-2024-410209
2497,693,6,15,4890,254.85,26,1246216.5,719,89.48,PO-2023-237663
2498,347,17,2,1124,103.86,16,116738.64,363,95.98,PO-2023-612159
2499,745,9,6,2500,173.09,13,432725.0,758,85.97,PO-2025-451125
2500,629,13,1,446,146.49,26,65334.54,655,98.0,PO-2023-885299
2501,593,11,2,633,23.21,15,14691.93,608,95.31,PO-2024-191024
2502,245,16,12,4715,147.56,24,695745.4,269,90.41,PO-2023-564829
2503,843,7,11,3400,184.38,20,626892.0,863,95.89,PO-2024-225964
2504,613,9,6,4086,190.92,16,780099.12,629,96.29,PO-2023-816036
2505,716,20,13,4056,254.28,12,1031359.68,728,96.66,PO-2023-198958
2506,619,5,5,4712,177.83,27,837934.96,646,92.84,PO-2025-582863
2507,130,1,6,803,239.08,6,191981.24,136,97.78,PO-2024-996988
2508,1056,17,10,2749,109.81,18,301867.69,1074,93.25,PO-2025-659627
2509,377,15,9,2039,82.72,10,168666.08,387,93.18,PO-2025-806557
2510,402,5,3,2655,241.54,18,641288.7,420,97.79,PO-2025-860083
2511,290,6,15,2067,318.3,24,657926.1,314,85.85,PO-2023-949188
2512,1055,14,13,1686,104.29,25,175832.94,1080,88.09,PO-2024-322752
2513,478,13,9,4498,103.51,28,465587.98,506,90.6,PO-2025-570155
2514,1061,14,9,4450,216.38,10,962891.0,1071,88.31,PO-2023-204248
2515,480,3,1,4765,341.57,17,1627581.05,497,92.9,PO-2024-365411
2516,1003,15,10,3920,274.09,8,1074432.8,1011,96.09,PO-2025-392253
2517,746,6,3,671,137.55,10,92296.05,756,94.92,PO-2025-461808
2518,27,7,11,1983,332.46,27,659268.18,54,95.55,PO-2024-135111
2519,641,19,13,3374,33.0,10,111342.0,651,85.38,PO-2025-119030
2520,232,22,8,3480,181.6,16,631968.0,248,93.85,PO-2025-694933
2521,925,19,14,3929,236.83,28,930505.07,953,87.74,PO-2025-696071
2522,746,1,8,4064,174.96,21,711037.44,767,87.13,PO-2024-668788
2523,871,15,6,4764,41.42,26,197324.88,897,90.44,PO-2025-678926
2524,851,7,2,3949,137.87,16,544448.63,867,95.97,PO-2024-105556
2525,845,4,15,4949,180.12,15,891413.88,860,96.37,PO-2023-339533
2526,564,17,3,2412,167.86,24,404878.32,588,92.6,PO-2024-960604
2527,644,18,12,1928,345.04,23,665237.12,667,85.35,PO-2025-610078
2528,1045,5,12,2317,329.53,19,763521.01,1064,88.27,PO-2025-247254
2529,817,22,13,3596,35.9,8,129096.4,825,90.53,PO-2024-140055
2530,859,4,1,3346,287.83,29,963079.18,888,98.31,PO-2023-435136
2531,616,1,2,2432,174.41,6,424165.12,622,90.27,PO-2024-388428
2532,939,13,3,4845,326.51,21,1581940.95,960,90.99,PO-2025-173377
2533,335,12,8,122,161.38,15,19688.36,350,98.32,PO-2024-379410
2534,248,20,15,2100,11.26,24,23646.0,272,94.26,PO-2024-255354
2535,12,8,2,1573,341.95,19,537887.35,31,98.95,PO-2024-952843
2536,271,4,2,2820,196.68,16,554637.6,287,96.38,PO-2024-561105
2537,683,1,9,4443,76.12,8,338201.16,691,86.95,PO-2025-917436
2538,128,21,7,3575,89.67,6,320570.25,134,89.94,PO-2024-335659
2539,562,1,15,4360,217.3,21,947428.0,583,89.9,PO-2025-961607
2540,847,5,5,4957,287.8,29,1426624.6,876,89.4,PO-2023-737434
2541,888,8,9,3773,96.7,18,364849.1,906,86.01,PO-2025-240724
2542,961,17,12,1801,71.93,13,129545.93,974,89.12,PO-2024-805296
2543,1004,14,3,2319,303.57,11,703978.83,1015,96.08,PO-2024-324899
2544,1068,22,13,572,291.58,20,166783.76,1088,90.56,PO-2024-570288
2545,833,2,8,1041,26.34,7,27419.94,840,98.64,PO-2025-247983
2546,723,19,2,2142,201.04,8,430627.68,731,93.42,PO-2025-163538
2547,684,12,9,4407,289.32,16,1275033.24,700,97.56,PO-2025-661084
2548,456,1,13,3636,9.26,8,33669.36,464,87.4,PO-2024-491345
2549,1035,11,3,3600,347.67,28,1251612.0,1063,91.78,PO-2024-264468
2550,127,18,6,3497,195.71,23,684397.87,150,91.79,PO-2025-142604
2551,947,18,6,1572,113.18,17,177918.96,964,96.59,PO-2023-312055
2552,379,13,3,4866,108.41,20,527523.06,399,92.34,PO-2025-574573
2553,309,18,7,3500,24.07,21,84245.0,330,95.21,PO-2024-861826
2554,141,5,10,3527,285.3,28,1006253.1,169,95.85,PO-2023-346473
2555,87,16,10,407,341.68,14,139063.76,101,91.32,PO-2025-951271
2556,527,11,6,900,111.25,13,100125.0,540,96.58,PO-2025-883690
2557,793,18,1,604,84.72,27,51170.88,820,91.8,PO-2025-418203
2558,525,22,4,4633,267.47,18,1239188.51,543,91.97,PO-2025-341071
2559,1048,5,9,389,144.25,22,56113.25,1070,88.98,PO-2024-337682
2560,374,5,2,4038,14.72,15,59439.36,389,86.63,PO-2025-573322
2561,482,10,4,920,144.11,14,132581.2,496,97.71,PO-2023-637021
2562,488,6,11,1582,212.1,26,335542.2,514,87.15,PO-2024-546721
2563,1025,14,7,849,155.7,14,132189.3,1039,95.26,PO-2025-991620
2564,466,22,13,2266,11.96,10,27101.36,476,94.41,PO-2025-497123
2565,598,13,9,2572,27.45,26,70601.4,624,93.01,PO-2024-459668
2566,359,19,10,3961,79.74,28,315850.14,387,86.57,PO-2023-727055
2567,610,2,8,177,194.9,17,34497.3,627,85.11,PO-2025-946650
2568,789,20,1,979,62.95,24,61628.05,813,93.09,PO-2023-840665
2569,1083,1,3,3613,203.79,13,736293.27,1096,94.1,PO-2025-532724
2570,348,19,11,190,62.83,15,11937.7,363,92.03,PO-2025-765282
2571,719,1,10,2549,88.19,5,224796.31,724,97.5,PO-2024-302155
2572,304,11,5,4880,234.3,11,1143384.0,315,97.34,PO-2023-430179
2573,482,16,6,414,332.81,25,137783.34,507,88.96,PO-2025-107995
2574,783,3,9,4129,212.6,29,877825.4,812,91.03,PO-2025-100478
2575,434,17,9,3885,135.71,17,527233.35,451,85.53,PO-2023-456800
2576,613,4,11,3367,227.87,21,767238.29,634,86.96,PO-2025-235429
2577,904,14,6,3159,304.1,17,960651.9,921,86.07,PO-2024-678693
2578,51,1,6,4720,230.36,15,1087299.2,66,88.88,PO-2025-540275
2579,786,7,3,929,111.4,12,103490.6,798,98.58,PO-2024-281736
2580,170,12,11,2918,248.95,5,726436.1,175,91.15,PO-2024-588851
2581,609,9,8,4689,158.68,24,744050.52,633,88.7,PO-2025-267237
2582,823,9,7,2009,321.92,22,646737.28,845,88.62,PO-2025-927543
2583,376,2,9,4417,344.32,15,1520861.44,391,95.28,PO-2024-493744
2584,36,1,11,3581,151.61,18,542915.41,54,95.81,PO-2025-566585
2585,387,5,12,3997,326.62,13,1305500.14,400,91.58,PO-2024-924539
2586,781,19,1,840,212.71,8,178676.4,789,86.31,PO-2024-866751
2587,298,7,4,3185,139.94,5,445708.9,303,86.8,PO-2024-179145
2588,834,14,6,3588,173.47,28,622410.36,862,91.99,PO-2025-598517
2589,525,1,11,314,17.85,8,5604.9,533,95.52,PO-2025-679789
2590,834,8,15,1383,320.22,5,442864.26,839,90.7,PO-2025-417458
2591,67,13,11,4962,83.46,25,414128.52,92,90.23,PO-2024-542998
2592,225,7,7,309,27.88,12,8614.92,237,98.5,PO-2024-614725
2593,490,12,3,105,8.61,11,904.05,501,87.5,PO-2025-199187
2594,182,11,1,2052,270.39,5,554840.28,187,93.13,PO-2023-622456
2595,593,6,12,108,140.51,18,15175.08,611,97.52,PO-2024-214670
2596,1072,21,2,1861,123.61,27,230038.21,1096,98.33,PO-2025-367860
2597,768,21,14,3652,6.61,9,24139.72,777,89.3,PO-2025-611566
2598,746,10,12,1116,240.21,26,268074.36,772,90.92,PO-2025-678754
2599,658,12,13,2762,30.57,9,84434.34,667,98.73,PO-2025-312916
2600,231,9,4,4821,225.26,13,1085978.46,244,91.32,PO-2024-385255
2601,305,16,5,990,301.0,19,297990.0,324,98.99,PO-2024-629919
2602,962,2,7,3839,309.31,28,1187441.09,990,92.27,PO-2023-275312
2603,651,18,11,2740,112.69,23,308770.6,674,93.84,PO-2025-833829
2604,555,20,5,937,29.23,15,27388.51,570,86.57,PO-2025-315180
2605,560,4,4,4473,149.73,22,669742.29,582,91.4,PO-2025-233980
2606,939,18,3,4375,188.26,13,823637.5,952,98.58,PO-2024-936097
2607,353,17,7,3380,95.23,26,321877.4,379,96.94,PO-2023-992488
2608,687,17,1,3587,203.09,12,728483.83,699,86.89,PO-2024-130851
2609,249,12,15,106,293.53,5,31114.18,254,96.32,PO-2023-497078
2610,483,1,9,4666,346.07,11,1614762.62,494,86.82,PO-2025-599067
2611,104,18,2,1416,184.42,25,261138.72,129,93.15,PO-2024-140068
2612,659,6,10,1952,219.48,28,428424.96,687,89.09,PO-2025-849363
2613,495,11,3,3341,6.42,23,21449.22,518,87.89,PO-2024-504598
2614,656,12,4,4415,9.35,5,41280.25,661,97.72,PO-2025-366517
2615,1077,10,10,4157,243.34,17,1011564.38,1094,88.83,PO-2025-769097
2616,46,10,2,148,310.52,26,45956.96,72,98.13,PO-2025-190425
2617,17,15,13,4579,43.44,8,198911.76,25,95.15,PO-2023-193692
2618,22,9,11,3201,172.44,21,551980.44,43,98.45,PO-2023-701259
2619,470,1,4,261,136.18,12,35542.98,482,98.98,PO-2023-130630
2620,1072,5,14,4946,346.82,14,1715371.72,1086,86.88,PO-2025-456083
2621,712,19,3,4045,210.73,18,852402.85,730,88.43,PO-2024-843580
2622,684,21,13,120,223.75,18,26850.0,702,95.79,PO-2023-394312
2623,182,12,5,4709,30.26,20,142494.34,202,95.93,PO-2024-687525
2624,303,4,6,4786,45.4,7,217284.4,310,98.01,PO-2024-605300
2625,372,5,13,1018,318.08,19,323805.44,391,97.34,PO-2024-971649
2626,704,10,4,416,299.78,25,124708.48,729,85.44,PO-2024-632406
2627,970,2,11,3411,83.99,21,286489.89,991,93.83,PO-2023-270634
2628,25,8,5,4006,40.96,17,164085.76,42,92.85,PO-2025-776845
2629,761,18,14,3179,85.64,29,272249.56,790,88.96,PO-2024-310451
2630,599,17,15,2315,119.6,11,276874.0,610,86.48,PO-2025-488168
2631,741,10,3,1983,157.97,8,313254.51,749,93.34,PO-2023-182625
2632,966,4,10,1595,191.29,9,305107.55,975,98.28,PO-2024-374047
2633,97,13,1,3654,318.69,26,1164493.26,123,90.09,PO-2024-931262
2634,301,15,8,2846,89.93,9,255940.78,310,97.48,PO-2025-701427
2635,374,8,13,4223,211.4,16,892742.2,390,86.79,PO-2024-767499
2636,898,16,2,3990,34.49,6,137615.1,904,93.21,PO-2023-968430
2637,279,20,13,4636,30.03,29,139219.08,308,93.42,PO-2024-398433
2638,428,17,5,3866,155.74,21,602090.84,449,90.79,PO-2024-509821
2639,336,13,3,1362,246.08,11,335160.96,347,97.66,PO-2025-448236
2640,142,8,2,1288,202.06,29,260253.28,171,96.89,PO-2025-588854
2641,380,13,7,3395,205.51,22,697706.45,402,95.63,PO-2023-139862
2642,350,11,4,405,171.74,8,69554.7,358,92.23,PO-2023-569945
2643,696,21,4,634,230.33,15,146029.22,711,94.83,PO-2024-745126
2644,245,1,1,1313,33.08,6,43434.04,251,86.63,PO-2024-336406
2645,424,21,4,444,11.17,28,4959.48,452,96.39,PO-2025-920617
2646,240,22,5,3605,242.95,14,875834.75,254,91.16,PO-2024-814310
2647,1083,11,8,4897,307.28,29,1504750.16,1096,87.36,PO-2025-458869
2648,62,10,8,3211,321.21,15,1031405.31,77,86.13,PO-2025-423447
2649,365,5,9,3042,173.0,10,526266.0,375,96.21,PO-2024-690210
2650,954,4,2,506,47.86,28,24217.16,982,90.91,PO-2024-447296
2651,987,14,5,421,298.14,15,125516.94,1002,86.71,PO-2025-336339
2652,156,8,4,494,49.85,18,24625.9,174,88.65,PO-2025-181460
2653,1064,11,8,1543,305.86,16,471941.98,1080,87.9,PO-2025-108163
2654,49,2,1,3160,144.14,19,455482.4,68,98.4,PO-2025-366494
2655,523,13,10,4145,59.78,8,247788.1,531,97.5,PO-2024-827166
2656,770,16,1,937,258.27,17,241998.99,787,98.82,PO-2024-214186
2657,526,21,8,1700,33.23,5,56491.0,531,88.29,PO-2024-483842
2658,469,16,12,1265,227.58,16,287888.7,485,96.96,PO-2023-177108
2659,935,6,5,1499,283.78,13,425386.22,948,91.75,PO-2025-531247
2660,1083,12,7,3790,12.1,15,45859.0,1096,98.78,PO-2024-161123
2661,44,22,13,129,319.38,25,41200.02,69,92.96,PO-2025-121534
2662,141,5,1,3194,181.87,27,580892.78,168,85.21,PO-2025-544595
2663,379,18,15,3000,8.23,23,24690.0,402,88.18,PO-2025-724594
2664,330,22,9,4982,144.9,15,721891.8,345,92.75,PO-2024-644184
2665,366,21,1,4244,225.9,27,958719.6,393,95.9,PO-2025-591072
2666,480,21,6,2422,150.35,19,364147.7,499,95.89,PO-2024-797203
2667,509,12,14,857,310.08,27,265738.56,536,94.36,PO-2025-322370
2668,585,2,12,4000,67.46,13,269840.0,598,85.92,PO-2025-484836
2669,439,9,15,177,75.42,27,13349.34,466,89.65,PO-2023-821857
2670,682,11,7,3621,133.46,12,483258.66,694,94.63,PO-2023-554347
2671,1089,22,14,481,185.67,27,89307.27,1096,86.64,PO-2025-284196
2672,734,12,14,2304,69.92,17,161095.68,751,93.22,PO-2025-719020
2673,44,1,4,1581,327.88,11,518378.28,55,90.95,PO-2025-739011
2674,53,11,3,2740,193.99,8,531532.6,61,87.81,PO-2024-698794
