shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
3047,274,32,19,6,21,287,DHL,Out for Delivery,1114.28,85.45,DHL4936941768,
3048,334,1037,17,4,22,193,UPS,Out for Delivery,826.71,23.55,UPS1Z2145271530,
3049,193,318,7,2,33,353,UPS,Delivered,2174.03,139.44,UPS1Z4356223450,
3050,683,56,9,2,4,387,FedEx,Delivered,2181.82,163.14,FDX5377891672,
3051,2,134,16,8,51,271,DHL,Exception,1547.19,69.07,DHL6128407513,Carrier Capacity
3052,303,735,4,4,31,49,BlueDart,Delivered,285.62,11.5,BD7691514794,
3053,754,846,19,4,21,398,FedEx,Out for Delivery,1218.5,105.93,FDX2099815917,
3054,591,552,15,8,41,180,FedEx,Delivered,614.07,58.45,FDX6276092911,
3055,21,989,21,8,51,24,Maersk,Delivered,112.63,9.18,MAE4990341967,
3056,636,802,18,8,16,256,UPS,Delivered,564.39,31.23,UPS1Z7456311613,
3057,171,239,7,7,62,253,FedEx,Delivered,1092.57,30.59,FDX8592097206,
3058,217,328,6,5,76,239,BlueDart,In Transit,527.38,43.66,BD5729706173,
3059,130,564,12,5,45,492,BlueDart,In Transit,1312.93,213.17,BD9803811994,
3060,237,131,14,8,27,331,DHL,Delayed,2260.26,48.45,DHL5063683540,Carrier Capacity
3061,382,831,19,6,38,12,FedEx,Delivered,41.63,5.95,FDX7033518185,
3062,1025,374,3,8,21,470,Maersk,Pending Pickup,1536.18,151.64,MAE6227633576,
3063,1073,659,20,2,30,278,UPS,In Transit,1576.17,118.89,UPS1Z6788548161,
3064,306,220,9,3,14,234,Maersk,Delivered,566.9,54.45,MAE4177889602,
3065,564,389,19,2,26,172,FedEx,Delayed,378.19,68.29,FDX7814547373,Logistics Issue
3066,601,936,17,1,46,277,BlueDart,In Transit,1892.92,61.85,BD5198982126,
3067,173,424,11,5,64,473,UPS,Out for Delivery,1430.4,50.93,UPS1Z4671249745,
3068,68,432,3,6,1,405,DHL,Delivered,2339.57,197.42,DHL8640632739,
3069,2,790,21,3,2,406,DHL,Delivered,2416.5,90.57,DHL2854340687,
3070,917,538,12,8,52,364,UPS,Delivered,2126.21,167.42,UPS1Z5416622085,
3071,398,478,17,1,20,125,UPS,Delivered,751.75,55.45,UPS1Z2658131363,
3072,820,38,6,5,5,221,UPS,Delivered,1264.81,41.82,UPS1Z3741929673,
3073,692,686,4,8,29,369,UPS,Exception,743.46,67.93,UPS1Z8027637557,Logistics Issue
3074,710,747,17,2,10,427,UPS,Exception,1334.34,154.36,UPS1Z8185840885,Logistics Issue
3075,616,341,11,2,30,63,UPS,Delivered,331.75,14.79,UPS1Z9495746873,
3076,130,863,11,6,73,252,Maersk,Exception,1400.9,48.32,MAE4086042501,Customs Clearance
3077,467,1082,11,5,30,436,DHL,Delivered,2395.89,84.68,DHL2652121139,
3078,157,535,17,7,62,246,FedEx,Delivered,825.74,74.54,FDX6469312216,
3079,897,728,12,3,41,148,BlueDart,Delivered,803.12,46.07,BD6119238702,
3080,68,663,12,3,54,80,UPS,In Transit,218.7,36.09,UPS1Z3673768476,
3081,969,484,21,7,68,465,FedEx,Delivered,2977.46,77.53,FDX3332171400,
3082,181,963,3,8,78,99,UPS,Delivered,537.51,31.66,UPS1Z7049651526,
3083,349,692,21,7,43,285,UPS,Returned,895.87,63.92,UPS1Z6020474851,Weather Delay
3084,680,109,18,7,23,267,UPS,In Transit,2125.21,109.95,UPS1Z2062981043,
3085,282,485,9,4,9,102,DHL,Delivered,795.92,31.31,DHL5070085082,
3086,222,817,2,6,27,342,UPS,Delivered,842.03,50.04,UPS1Z2202730293,
3087,1023,360,18,5,36,207,BlueDart,Delayed,973.42,69.07,BD7994125499,Carrier Capacity
3088,89,489,8,6,48,31,FedEx,In Transit,239.04,7.79,FDX3892466378,
3089,556,207,6,2,78,138,BlueDart,Delivered,902.62,53.68,BD6245623085,
3090,511,744,16,6,16,356,UPS,Out for Delivery,1924.84,122.89,UPS1Z1397637278,
3091,665,161,21,2,79,306,FedEx,In Transit,2302.84,98.39,FDX7952099087,
3092,578,1076,3,1,73,174,UPS,Exception,926.33,26.29,UPS1Z9610210498,Carrier Capacity
3093,933,192,5,2,2,217,DHL,Delivered,1562.65,102.69,DHL5861943238,
3094,4,1029,13,8,53,70,UPS,Returned,307.88,23.51,UPS1Z9241180122,Incorrect Address
3095,954,820,7,1,56,463,Maersk,Returned,3593.07,223.63,MAE9442901421,Carrier Capacity
3096,485,898,11,2,15,120,DHL,Delivered,299.72,28.37,DHL6281965869,
3097,174,656,8,7,34,275,FedEx,Delivered,1599.16,120.1,FDX5942561023,
3098,90,389,7,8,72,218,UPS,Out for Delivery,1018.34,88.26,UPS1Z1805732959,
3099,226,147,13,7,31,366,DHL,Delayed,1256.36,64.31,DHL1012988886,Port Congestion
3100,583,318,9,4,76,230,DHL,Delivered,1635.83,96.01,DHL5524218701,
3101,465,415,11,4,9,426,DHL,Pending Pickup,3038.12,44.24,DHL6093709794,
3102,44,473,1,4,52,297,UPS,Out for Delivery,2318.54,90.28,UPS1Z9228207639,
3103,912,91,5,3,71,167,FedEx,Delivered,1285.86,29.77,FDX7506784156,
3104,217,150,6,6,4,211,DHL,Delayed,1367.09,25.81,DHL3322984150,Weather Delay
3105,175,478,8,7,64,316,Maersk,In Transit,671.95,127.32,MAE7425758946,
3106,112,947,10,7,45,496,UPS,Delayed,3901.66,116.12,UPS1Z8138897341,Customs Clearance
3107,800,961,11,1,3,136,DHL,In Transit,703.96,58.01,DHL4098019784,
3108,538,732,22,4,33,109,FedEx,Delivered,288.7,20.6,FDX1441257631,
3109,69,731,10,5,8,64,DHL,Pending Pickup,220.84,20.25,DHL3354996418,
3110,265,821,17,8,49,31,UPS,Delayed,202.57,10.4,UPS1Z4621357625,Weather Delay
3111,148,504,18,4,6,315,UPS,Out for Delivery,778.13,46.29,UPS1Z2928636259,
3112,6,660,17,1,71,236,UPS,In Transit,818.15,83.27,UPS1Z7883474753,
3113,1036,711,11,7,2,270,UPS,Delivered,638.54,103.44,UPS1Z3338497548,
3114,451,164,8,2,4,152,DHL,Delayed,1017.35,74.93,DHL8224944866,Logistics Issue
3115,1012,881,19,2,70,377,DHL,Delivered,2875.97,105.89,DHL8970845370,
3116,764,242,14,3,29,456,Maersk,Delivered,2441.3,197.74,MAE4592376530,
3117,768,8,15,8,48,279,UPS,In Transit,704.18,124.22,UPS1Z8196014712,
3118,141,944,4,8,75,44,UPS,In Transit,306.3,9.7,UPS1Z1067526582,
3119,832,638,20,1,35,339,DHL,Delivered,2052.57,66.03,DHL3879864921,
3120,202,391,11,4,50,67,FedEx,Exception,251.72,24.91,FDX2956822462,Customs Clearance
3121,667,926,12,7,60,286,FedEx,In Transit,1808.34,124.53,FDX8890975712,
3122,869,431,2,2,33,32,BlueDart,Delivered,190.5,5.17,BD3947813248,
3123,130,99,20,3,8,216,FedEx,In Transit,810.18,85.78,FDX2962763979,
3124,427,338,11,7,74,96,DHL,Delivered,224.02,42.22,DHL1652849002,
3125,4,876,2,2,77,405,DHL,Delivered,1499.73,181.76,DHL1460259854,
3126,290,607,17,1,7,14,DHL,Delivered,41.21,4.11,DHL6203731057,
3127,969,730,1,3,26,248,FedEx,Delivered,911.91,80.29,FDX5816442911,
3128,41,17,9,7,21,365,UPS,Exception,2282.81,57.71,UPS1Z1757250877,Customs Clearance
3129,561,848,15,7,75,208,FedEx,Delivered,1534.95,52.32,FDX9707123325,
3130,1033,971,19,6,8,492,DHL,In Transit,2848.79,51.91,DHL6451523290,
3131,179,622,6,2,3,168,FedEx,Delivered,1288.23,65,FDX8282567183,
3132,900,881,1,8,33,364,BlueDart,Delivered,2318.31,67.26,BD7836272998,
3133,804,388,13,8,76,68,FedEx,Delivered,217.3,33.98,FDX5662307168,
3134,212,834,22,6,16,139,FedEx,In Transit,611.53,48.75,FDX6008242255,
3135,1030,876,9,3,57,222,FedEx,Delayed,1043.17,84.22,FDX8793325465,Incorrect Address
3136,949,984,13,7,3,113,FedEx,Delivered,761.36,53.07,FDX1407154620,
3137,186,208,22,4,16,386,UPS,Exception,1363.68,54.35,UPS1Z7033764808,Weather Delay
3138,513,560,11,8,4,261,FedEx,Delivered,2067.45,68.61,FDX8161963773,
3139,636,81,4,2,47,264,FedEx,Pending Pickup,1003.3,67.73,FDX8553491772,
3140,614,112,8,6,6,43,FedEx,Delivered,157.41,16.99,FDX8665031713,
3141,994,578,10,7,50,331,UPS,In Transit,2293.85,149.8,UPS1Z1793645970,
3142,514,759,9,3,77,85,FedEx,In Transit,337.13,23.57,FDX5395060235,
3143,249,811,11,3,74,26,FedEx,Delivered,137.37,6.11,FDX7457872244,
3144,1050,953,19,3,40,361,FedEx,In Transit,992.85,65.16,FDX2231276668,
3145,827,510,9,5,4,184,FedEx,Delivered,377.25,33.47,FDX9796469015,
3146,545,859,12,1,4,478,BlueDart,Delivered,2016.26,205.12,BD5311409384,
3147,20,639,14,4,42,322,UPS,In Transit,2480.04,61.91,UPS1Z4180826588,
3148,595,130,17,2,35,200,Maersk,Delayed,731.44,45.64,MAE5207882343,Logistics Issue
3149,624,589,17,7,51,150,UPS,In Transit,868.69,64.03,UPS1Z1474609833,
3150,292,794,13,4,66,402,UPS,Delivered,2487.77,81.62,UPS1Z7557103315,
3151,299,24,19,7,46,418,DHL,In Transit,1662.91,42.15,DHL4412155076,
3152,485,307,6,5,19,19,BlueDart,Delivered,56.97,9.22,BD5545847815,
3153,625,894,7,3,11,355,FedEx,In Transit,2659.87,142.63,FDX9384895494,
3154,235,1048,10,1,19,29,FedEx,Delivered,80.25,4.55,FDX8838218331,
3155,954,730,12,6,30,79,Maersk,In Transit,409.37,31.89,MAE8305958529,
3156,1015,29,6,4,14,138,DHL,Delivered,292.44,39.73,DHL6780411776,
3157,174,1091,8,4,29,369,FedEx,Exception,1714.96,130.82,FDX3412615542,Customs Clearance
3158,454,829,11,8,25,446,UPS,Delivered,1943.41,114.78,UPS1Z8106221545,
3159,611,103,10,4,22,147,DHL,Delivered,737.56,32.7,DHL3031859994,
3160,103,322,12,1,70,102,UPS,Delivered,298.15,48.31,UPS1Z4493769243,
3161,484,1019,18,6,68,87,FedEx,Delivered,226.09,33.54,FDX2228995347,
3162,47,402,11,5,65,284,FedEx,In Transit,1089.7,120.71,FDX2947477829,
3163,413,708,19,3,41,290,DHL,Delivered,1219.3,102.16,DHL3736282950,
3164,689,308,21,6,76,119,BlueDart,Delivered,465.05,29.2,BD8290618795,
3165,936,853,20,6,64,65,FedEx,Delivered,238.51,16.37,FDX6138624517,
3166,670,138,21,5,34,50,FedEx,Delivered,238.41,24.2,FDX1789066773,
3167,368,466,3,8,38,484,FedEx,Delivered,3283.44,136.52,FDX1997768053,
3168,277,621,1,6,22,34,BlueDart,Delivered,145.22,10.62,BD5928948466,
3169,517,549,22,4,70,17,FedEx,In Transit,55.35,2.03,FDX1410150792,
3170,262,203,12,6,15,140,UPS,Delivered,634.63,58.04,UPS1Z4879440841,
3171,930,56,10,3,50,215,UPS,Pending Pickup,731.01,21.92,UPS1Z2380612277,
3172,536,860,10,1,2,92,UPS,Delayed,652.7,13.01,UPS1Z9205175405,Customs Clearance
3173,314,144,2,7,65,149,UPS,Delivered,306.62,49.8,UPS1Z8190421390,
3174,402,791,18,2,43,354,BlueDart,Delivered,2324.29,123.78,BD7536085253,
3175,540,878,12,6,61,388,FedEx,In Transit,3095.56,76.93,FDX9070738892,
3176,997,462,21,8,74,188,UPS,Delayed,1487.32,93.86,UPS1Z7145137154,Weather Delay
3177,115,416,6,3,57,469,UPS,Delayed,2158.41,107.42,UPS1Z1231882520,Logistics Issue
3178,583,30,16,5,46,211,BlueDart,Returned,1577.42,39.29,BD3543265794,Incorrect Address
3179,1029,369,14,5,35,124,DHL,In Transit,423.55,54.4,DHL1934663453,
3180,678,524,2,8,20,486,DHL,Out for Delivery,2582.09,169.66,DHL1775269520,
3181,1004,559,6,7,37,92,FedEx,Delayed,397.04,13.88,FDX3612871427,Logistics Issue
3182,731,298,4,3,51,428,UPS,Delivered,2733.3,140.03,UPS1Z3513561557,
3183,306,452,21,1,20,299,FedEx,Delivered,1608.4,38.95,FDX4145715675,
3184,879,1004,8,3,22,105,UPS,Delivered,509.77,43.75,UPS1Z2773797593,
3185,908,1011,21,1,1,200,DHL,Delivered,766.4,33.59,DHL5859460074,
3186,409,699,6,2,39,60,DHL,In Transit,257.07,29.92,DHL4513565841,
3187,375,28,21,5,4,80,FedEx,In Transit,286.08,16.4,FDX9779319812,
3188,223,831,4,8,28,306,DHL,In Transit,1748.2,146.28,DHL9720420489,
3189,764,741,10,6,35,286,DHL,Out for Delivery,1528.04,137.89,DHL4097136375,
3190,24,679,20,2,48,312,DHL,Delivered,1506.03,46.41,DHL9587026075,
3191,807,504,14,1,39,312,DHL,Delivered,2168.11,81.25,DHL2836838201,
3192,60,115,21,6,3,322,UPS,Delivered,1360.4,155.19,UPS1Z3801159376,
3193,759,229,4,8,22,494,BlueDart,Out for Delivery,1427.88,149.88,BD2427796442,
3194,993,399,15,5,51,119,Maersk,In Transit,800.03,56.09,MAE8075336377,
3195,794,956,19,1,80,438,BlueDart,Delivered,2518.19,106.75,BD4559909312,
3196,746,501,8,2,15,331,FedEx,In Transit,926.74,70.13,FDX5921973896,
3197,77,46,19,5,21,349,DHL,Delivered,2740.85,68.04,DHL2009384098,
3198,930,1096,1,4,77,445,UPS,In Transit,2760.74,165.86,UPS1Z9154148216,
3199,481,842,18,4,78,331,BlueDart,In Transit,827.7,126.83,BD1310688665,
3200,297,777,8,7,15,81,UPS,Out for Delivery,414.03,38.51,UPS1Z5000682550,
3201,930,82,3,8,77,288,DHL,Delivered,1012.37,65.97,DHL3816238709,
3202,3,501,1,6,80,82,FedEx,Out for Delivery,212.83,10.02,FDX5406315048,
3203,1029,834,21,7,58,261,FedEx,In Transit,1554.45,98.86,FDX9489027723,
3204,630,554,6,7,55,139,UPS,In Transit,815.42,27.32,UPS1Z7889494928,
3205,584,847,12,5,67,136,FedEx,Delivered,762.51,51.49,FDX5710557306,
3206,874,800,9,1,35,247,DHL,In Transit,877.78,61.73,DHL6734659839,
3207,249,544,12,2,10,104,FedEx,Delivered,754.21,31.14,FDX1746305724,
3208,624,340,3,1,75,292,Maersk,In Transit,1789.42,68.24,MAE9880726064,
3209,403,420,10,6,55,66,UPS,Delivered,252.32,17.66,UPS1Z9728680159,
3210,472,935,10,7,78,168,Maersk,In Transit,350.82,70.22,MAE4908615236,
3211,251,115,2,2,22,386,Maersk,Delivered,2514.28,169.53,MAE5641623463,
3212,479,669,1,2,45,129,UPS,Delivered,346,15.24,UPS1Z5284227482,
3213,305,1070,12,7,17,176,UPS,In Transit,1121.11,26.4,UPS1Z3836177745,
3214,515,480,19,4,13,136,UPS,Delivered,989.25,25.76,UPS1Z2787779031,
3215,1077,392,17,8,3,279,UPS,Out for Delivery,1730.31,123.57,UPS1Z5812473445,
3216,621,915,3,2,42,346,DHL,Delayed,1250.72,121.37,DHL1035973972,Port Congestion
3217,921,643,20,2,68,447,Maersk,Delivered,1951.32,205.87,MAE6481813843,
3218,973,987,22,6,3,325,DHL,Delayed,1901.41,94.04,DHL6690167226,Weather Delay
3219,957,271,10,3,29,294,FedEx,Delayed,1031.53,125.56,FDX1982520180,Customs Clearance
3220,142,64,14,5,26,490,DHL,In Transit,1403.61,146.89,DHL4994756997,
3221,177,1095,12,7,25,490,FedEx,Delivered,3042.13,174.59,FDX3469390694,
3222,523,829,17,6,50,396,UPS,In Transit,1983.68,192.9,UPS1Z1244098083,
3223,457,529,17,2,58,370,FedEx,Out for Delivery,1349.46,105.37,FDX8162718636,
3224,665,993,4,8,49,283,DHL,Delayed,1743.61,69.86,DHL6308397584,Incorrect Address
3225,142,255,3,7,38,106,UPS,Delivered,287.96,37.15,UPS1Z3769466208,
3226,481,118,22,5,40,90,DHL,Delivered,288.72,18.91,DHL8065234127,
3227,1007,129,21,6,27,451,FedEx,Delivered,1616.19,217.67,FDX3558710660,
3228,749,151,11,5,35,443,BlueDart,In Transit,3366.9,172.33,BD7403530873,
3229,110,707,21,2,10,44,DHL,Delivered,282.47,19.56,DHL2589600324,
3230,586,991,13,4,40,174,UPS,Delayed,412.51,53.75,UPS1Z8224786002,Incorrect Address
3231,114,1022,4,2,2,289,DHL,In Transit,1858.11,63.73,DHL9087093983,
3232,1054,37,8,7,10,490,DHL,Pending Pickup,3449.24,101.93,DHL1397954925,
3233,551,946,13,2,31,293,UPS,Delivered,2263.23,121.08,UPS1Z2474159262,
3234,850,1026,2,7,38,73,FedEx,Delivered,561.52,22.83,FDX9720662912,
3235,929,249,1,3,10,485,Maersk,Delivered,2007.22,61.37,MAE9544459851,
3236,414,14,10,8,9,81,UPS,Delivered,285.11,37.37,UPS1Z9676124283,
3237,764,419,16,8,4,208,DHL,Delayed,1581.72,40.38,DHL7416322755,Logistics Issue
3238,837,848,20,2,55,127,FedEx,Exception,343.77,41.26,FDX9959119012,Carrier Capacity
3239,388,15,20,8,57,306,FedEx,Delivered,1491.79,130.22,FDX5611638658,
3240,209,504,7,4,76,89,FedEx,Delivered,278.39,12.83,FDX1663956457,
3241,168,417,3,2,16,426,DHL,Delivered,1843.47,179.04,DHL1616219915,
3242,394,533,6,5,76,76,Maersk,Out for Delivery,424.43,15.18,MAE5444662693,
3243,837,380,16,8,27,369,DHL,Delivered,1028,181.64,DHL5303494290,
3244,753,269,9,6,51,400,UPS,Delivered,2198.05,159.64,UPS1Z9458341383,
3245,71,662,9,8,71,272,DHL,Delivered,844.71,98.75,DHL8161808828,
3246,1039,963,10,8,30,340,UPS,Delivered,1662.63,83.6,UPS1Z5689968284,
3247,981,37,7,4,17,297,BlueDart,Delivered,1687.67,118.4,BD2382819218,
3248,1051,161,7,4,19,169,DHL,Delayed,732.78,74.49,DHL5787385857,Weather Delay
3249,470,848,11,6,5,382,UPS,Delivered,2945.65,149.21,UPS1Z4819355094,
3250,127,1051,9,8,75,295,DHL,Delivered,753.7,55.5,DHL5989743636,
3251,565,319,7,7,7,453,Maersk,Delivered,2355.8,194.51,MAE7750887128,
3252,376,661,13,5,47,457,FedEx,Delivered,1934.03,91.32,FDX2416711389,
3253,569,144,1,3,62,427,Maersk,Delivered,2758.54,194.09,MAE6011883615,
3254,796,1090,19,6,18,199,BlueDart,In Transit,730.03,89.53,BD8932834664,
3255,659,361,18,6,58,461,DHL,In Transit,1618.17,70.74,DHL3624382195,
3256,124,1045,7,7,7,213,UPS,Delayed,460.98,35.43,UPS1Z1494117908,Carrier Capacity
3257,665,848,16,5,50,133,FedEx,Delivered,844.25,63.74,FDX8830102243,
3258,101,112,8,2,25,142,FedEx,Delayed,826.2,21.65,FDX2005982323,Logistics Issue
3259,94,229,21,2,46,339,FedEx,In Transit,1131.35,150.77,FDX9277295337,
3260,80,558,9,3,27,264,DHL,Delivered,1646.27,55.97,DHL6743241542,
3261,1061,527,9,1,12,238,FedEx,Delivered,633.21,64.11,FDX2874217665,
3262,456,443,9,7,38,471,DHL,Delayed,1869.48,154.8,DHL8998032387,Port Congestion
3263,856,471,1,8,34,373,FedEx,Out for Delivery,2019.18,180.24,FDX9934298300,
3264,655,62,13,1,80,288,BlueDart,Delivered,1442.86,131.66,BD7607806887,
3265,404,242,1,7,20,82,DHL,Delivered,256.74,32.46,DHL2610185127,
3266,1045,1067,21,6,63,416,UPS,In Transit,2779.97,69.21,UPS1Z6766337234,
3267,112,324,16,3,73,95,FedEx,Delivered,465.16,31.72,FDX6950080026,
3268,158,770,9,5,45,213,Maersk,Delayed,1339.98,63.92,MAE3494618865,Customs Clearance
3269,515,873,21,1,60,326,UPS,Exception,912.44,103.68,UPS1Z9032860413,Weather Delay
3270,12,766,9,8,2,268,DHL,Delivered,1589.82,76.5,DHL4581817226,
3271,599,803,1,7,20,229,FedEx,Delivered,1513.54,42.89,FDX3809543659,
3272,340,261,10,4,13,286,FedEx,In Transit,1155.53,32.88,FDX7181613257,
3273,556,330,20,2,37,67,UPS,Delivered,165.3,27.52,UPS1Z2661896719,
3274,229,721,7,3,20,356,FedEx,Out for Delivery,1772.36,36.93,FDX7385202493,
3275,1005,779,7,7,57,336,FedEx,In Transit,1751.57,70.13,FDX1878501578,
3276,410,307,5,4,67,233,BlueDart,Pending Pickup,1579.02,87.89,BD8189785918,
3277,597,885,19,5,65,369,FedEx,Delayed,2802.13,154.85,FDX5611677295,Incorrect Address
3278,245,464,3,6,34,418,FedEx,Delivered,2526.75,90.37,FDX3074213120,
3279,1083,419,11,5,43,219,DHL,Delayed,848.26,55.09,DHL6148961912,Weather Delay
3280,981,688,18,8,51,353,UPS,Delayed,1594.94,110.78,UPS1Z3294674649,Incorrect Address
3281,180,129,16,1,29,59,BlueDart,Delivered,268.03,14.06,BD5530374901,
3282,709,564,7,7,35,357,BlueDart,In Transit,1166.72,142.9,BD9711425895,
3283,547,447,3,7,34,264,FedEx,Returned,1865.43,72.37,FDX8387986050,Logistics Issue
3284,71,395,15,5,38,99,DHL,Delivered,567.89,17.28,DHL6898047601,
3285,96,932,7,2,9,73,FedEx,Pending Pickup,503.93,26.99,FDX1899784452,
3286,416,265,20,5,24,444,FedEx,Delivered,2130.21,163.31,FDX7199559716,
3287,164,935,8,7,59,242,Maersk,Delivered,1058.6,44.78,MAE7334497173,
3288,338,566,13,3,23,429,FedEx,Delivered,2501.39,208.87,FDX7786228953,
3289,579,266,21,1,25,204,FedEx,In Transit,863.57,65.36,FDX4178136827,
3290,821,109,17,8,7,340,FedEx,In Transit,1254.11,87.53,FDX4294444822,
3291,828,705,19,5,60,358,UPS,In Transit,1940.14,69.14,UPS1Z9229509188,
3292,554,1002,11,7,24,43,FedEx,Delayed,125.77,16.13,FDX4961291963,Logistics Issue
3293,697,846,3,7,37,271,FedEx,Delayed,1331.83,71.25,FDX9261072752,Weather Delay
3294,557,580,4,7,41,297,BlueDart,Delivered,2041.65,134.24,BD5374301075,
3295,267,437,19,1,51,102,Maersk,Delivered,550.1,19.37,MAE7828583243,
3296,447,373,13,7,76,422,UPS,In Transit,928.65,194.81,UPS1Z3530543112,
3297,123,104,13,7,29,496,FedEx,Delayed,3796.17,188.7,FDX3882928041,Incorrect Address
3298,1036,428,8,5,54,488,Maersk,In Transit,1660.29,162.79,MAE6920116969,
3299,155,115,13,3,58,420,Maersk,Out for Delivery,2642.42,65.15,MAE3460743409,
3300,585,957,17,5,49,123,UPS,Delayed,471.72,13.19,UPS1Z3254444707,Logistics Issue
3301,679,561,15,8,26,51,FedEx,Delivered,324.48,19.51,FDX6335491725,
3302,680,763,22,4,79,280,Maersk,Delivered,1852.14,82.35,MAE2506168981,
3303,79,206,18,2,39,167,Maersk,Delayed,1272.44,24.3,MAE4150674774,Incorrect Address
3304,1035,258,10,5,60,72,Maersk,Out for Delivery,416.54,18.29,MAE8008957987,
3305,638,64,19,7,18,48,FedEx,Delivered,338.39,16.34,FDX3521811053,
3306,597,214,20,1,33,349,DHL,Exception,1729.26,150.17,DHL1821272895,Port Congestion
3307,656,772,3,8,11,402,BlueDart,Delivered,2849.43,74.91,BD8359426425,
3308,340,127,6,4,70,91,DHL,Pending Pickup,702.39,14.43,DHL8207653414,
3309,196,632,20,6,69,177,FedEx,In Transit,630.99,86.73,FDX3991908403,
3310,799,121,11,3,68,68,FedEx,Delivered,505.5,18,FDX9499548659,
3311,171,920,3,1,35,35,UPS,Delivered,245.5,5.05,UPS1Z6846412662,
3312,531,123,15,5,36,438,FedEx,In Transit,1240.77,115.21,FDX3437436746,
3313,231,301,2,6,80,436,FedEx,Exception,1886.82,77.37,FDX7459510920,Customs Clearance
3314,460,421,6,2,56,156,UPS,Delivered,1040.4,19.73,UPS1Z1919537517,
3315,572,611,16,1,25,168,DHL,In Transit,620.04,45.84,DHL5191894660,
3316,54,390,15,4,75,23,DHL,Delivered,92.35,11.26,DHL8807299398,
3317,669,45,15,8,64,121,DHL,Out for Delivery,586.68,58.56,DHL4673114362,
3318,835,296,19,7,6,73,FedEx,Delivered,373.8,8.67,FDX8103543459,
3319,1055,764,3,2,5,190,DHL,Delivered,421.73,82.43,DHL6526465693,
3320,376,121,4,7,35,341,FedEx,In Transit,1092.27,83.23,FDX9246425896,
3321,530,606,10,8,8,481,UPS,Delivered,3283.02,240.09,UPS1Z5542795807,
3322,25,225,15,3,68,353,DHL,Out for Delivery,2582.94,77.96,DHL4318801243,
3323,824,859,2,2,1,374,UPS,Delivered,2920.69,147.42,UPS1Z5253346987,
3324,581,744,22,2,78,342,FedEx,In Transit,1705.7,52.95,FDX9498468677,
3325,507,18,18,8,71,306,DHL,Exception,910.46,59.09,DHL6292604520,Weather Delay
3326,405,418,15,8,39,49,UPS,Out for Delivery,334.67,21.82,UPS1Z6304407685,
3327,318,228,5,6,8,451,UPS,Out for Delivery,1950.85,188.46,UPS1Z2071305900,
3328,519,38,17,7,76,452,UPS,Delivered,3613.51,161.33,UPS1Z7745911332,
3329,687,939,20,5,71,214,Maersk,Delivered,682.27,64.69,MAE7012727651,
3330,221,225,20,2,66,182,Maersk,Delivered,1143.01,71.39,MAE5115482838,
3331,325,526,19,1,26,227,Maersk,In Transit,1358.2,78.53,MAE3181194928,
3332,564,661,10,7,40,246,UPS,Delivered,818.55,61.23,UPS1Z5347432256,
3333,188,458,14,5,6,15,FedEx,Returned,67.49,3.32,FDX4697109401,Weather Delay
3334,451,208,1,4,74,475,UPS,In Transit,1418.49,73.13,UPS1Z3744346198,
3335,444,97,14,2,15,271,DHL,Delivered,1522.01,102.23,DHL5930714804,
3336,716,737,19,1,54,487,DHL,In Transit,1901.4,71.76,DHL3973280459,
3337,135,407,9,7,20,464,DHL,Delivered,3253.29,188.53,DHL8190426722,
3338,409,409,6,2,21,332,FedEx,Delivered,1344.4,132.28,FDX4114503314,
3339,270,116,18,8,1,321,DHL,Out for Delivery,1092.91,61.33,DHL4464183269,
3340,79,838,11,5,64,55,UPS,Delivered,333.39,23.14,UPS1Z1975873568,
3341,63,272,22,5,38,441,BlueDart,Delivered,1545.05,75.45,BD4445615745,
3342,761,274,12,7,28,108,FedEx,Delivered,664.27,30.2,FDX5097878315,
3343,765,220,16,8,21,263,FedEx,Delivered,1411.09,93.31,FDX9274187431,
3344,1068,68,20,5,1,388,DHL,Delivered,1435.96,184.68,DHL5786566007,
3345,358,407,15,6,46,91,FedEx,Returned,212.68,35.84,FDX8781140477,Customs Clearance
3346,615,516,21,8,50,14,BlueDart,In Transit,79.32,3.96,BD5345519503,
3347,410,83,5,8,42,378,FedEx,Pending Pickup,1323.44,77.19,FDX2881403644,
3348,991,849,21,3,28,238,UPS,Delivered,839.92,94.9,UPS1Z1205723386,
3349,317,17,12,5,49,281,FedEx,In Transit,710.35,108.37,FDX3767102803,
3350,102,826,2,8,38,143,UPS,Delivered,722.02,68.57,UPS1Z8054026391,
3351,13,221,2,5,70,317,FedEx,Delivered,769.88,91.61,FDX4677844806,
3352,565,1054,17,6,43,130,FedEx,Delayed,632.34,22.87,FDX1753814512,Port Congestion
3353,594,519,5,1,1,78,Maersk,Pending Pickup,469.79,28.16,MAE6071784019,
3354,644,784,14,8,27,409,UPS,Delivered,1006.86,78.63,UPS1Z5538028474,
3355,415,532,15,3,35,246,Maersk,Delivered,956.57,116.95,MAE2866842871,
3356,777,269,6,7,14,300,BlueDart,Delivered,1334.46,75.78,BD8449070446,
3357,464,531,12,3,16,268,Maersk,Delayed,565.65,55.48,MAE4276661263,Carrier Capacity
3358,708,586,2,7,80,476,Maersk,Delivered,1201.52,95.14,MAE8043153321,
3359,51,649,7,6,7,194,BlueDart,In Transit,509.1,51.94,BD6448948435,
